lambda,n_hubs,config,abandonment_pct,avg_queue_wait_min,avg_true_wait_min,matched_riders,avg_earnings,total_earnings,avg_profit_per_hr,avg_idle_time,variance,fairness_cv,cvar,fairness_effect,delta_cvar_cross,delta_profit
3.0,4,lam3_kmean_4,2.231210156961483,0.11819143242227859,15.178360019939621,36501,118.30266469650108,612571.1977984826,16.90088850201059,2.339817567724188,1346.340933681883,0.3101580075483979,29.74728103603495,-0.05038344035167319,-2.1914609890882204,0.7106004005442799
3.1,3,lam3_kmean_3,2.0327710584890983,0.10638283477493593,15.293508621434821,36531,119.15979148241726,612123.8488451774,17.012443853753005,2.2923642376506836,1233.7821957599267,0.29477423084526366,34.48470839572497,0.03743223205515156,2.5459663706018034,1.5677271864604592
3.1,4,lam3_kmean_4,1.911550299692208,0.09725133409064887,15.127179279848203,36330,117.48003551900513,608311.6239174085,16.806732797183496,2.3583489545199416,1268.2409820963014,0.3031355160661251,31.942512041952966,0.01054829973396676,0.0037700168297973846,-0.11202877695167501
3.2,3,lam3_kmean_3,2.792367885089506,0.14589519875846368,15.531338818350047,36274,118.44996645594698,609069.7275164793,16.907935126574692,2.301118804087272,1267.716409301817,0.30059109733881606,32.000499290113,0.010957559055139177,0.06175726498982925,0.857902159990175
3.2,4,lam3_kmean_4,1.924782924272158,0.10517415867538948,15.063211301906485,36483,117.56144309608868,610261.4511117963,16.803928020580976,2.373083981941863,1315.0008330862852,0.30845946817822506,31.658146610454295,-0.025932633085086865,-0.2805954146688734,-0.030621199868122062
3.3000000000000003,3,lam3_kmean_3,2.331453129196884,0.12411667738368744,15.238350691576429,36362,117.16582593572272,611136.9480807297,16.71012042931199,2.3917028262470876,1331.8222818521976,0.3114742723442767,29.667784129936013,-0.03905633064519787,-2.2709578951871556,-0.42623836023408046
3.3000000000000003,4,lam3_kmean_4,2.1928531217328366,0.11668333707878069,15.102177818305293,36485,118.46555706032017,610571.4810888901,16.957078061045365,2.3237451137179654,1292.8400571256257,0.3035150976520543,31.931142211794164,-0.008643318386199361,-0.007599813329004945,0.8734927643633625
3.4000000000000004,3,lam3_kmean_3,2.536202681282072,0.14064768696334307,15.472619862754756,36277,118.80991990350329,607831.5502263228,16.949461597407588,2.289930276805973,1273.7635468165595,0.30039431189245797,32.211081541393305,0.006239724999805074,0.27233951627013653,1.2178556075464826
3.4000000000000004,4,lam3_kmean_4,2.4013999192354287,0.12357469727101783,15.435399410393954,36253,118.69450402440326,609258.8891572619,16.94551288131021,2.2996539334073547,1286.074065248924,0.3021359338395101,30.865144001882268,-0.0033646511132627843,-1.0735980232409013,1.1024397284464555
3.5,3,lam4_kmean_3,1.4922960887835364,0.07923738116779308,14.578696317995371,36570,115.03255457844357,615194.1018855162,16.426990109670772,2.545217480413308,1368.4844165517102,0.3215875030816235,29.21515414757717,-0.06765926338898498,-2.7235878775459987,-2.5595097175132366
3.5,4,lam4_kmean_4,2.6124231640245874,0.1409152064848285,15.429298694297735,36123,118.71824890184416,604157.168661485,16.92756743131162,2.303162169779874,1264.5421823725924,0.29953610515691337,34.44837179495959,0.01343401603491623,2.5096297698364225,1.1261846058873601
3.6,3,lam4_kmean_3,1.4922960887835364,0.07923738116779308,14.578696317995371,36570,115.03255457844357,615194.1018855162,16.426990109670772,2.545217480413308,1368.4844165517102,0.3215875030816235,29.21515414757717,-0.06765926338898498,-2.7235878775459987,-2.5595097175132366
3.6,4,lam4_kmean_4,1.6297297297297297,0.0877097729778446,14.943564651266689,36397,117.84055423749815,610885.4331671904,16.824247358938827,2.385183935455365,1231.0392748544257,0.29774273813112473,32.88802714439131,0.03957219424842273,0.94928511926814,0.24848994154135085
3.7,3,lam4_kmean_3,1.6369933437956599,0.0875461229980575,14.90985082720467,36353,116.3868729695654,611031.0830902184,16.61623811871622,2.4513949815158798,1332.2978102588627,0.31361487767372076,29.251129711562513,-0.03942732669180238,-2.687612313560656,-1.2051913263914003
3.7,4,lam4_kmean_4,1.9465049542476582,0.10048765117867067,15.039664440413935,36219,117.8323977355099,608015.1723152311,16.823197744187617,2.375063692163128,1318.2847845321,0.3081342007620917,30.76782269112907,-0.028494694544638266,-1.1709193339940995,0.2403334395530976
3.8000000000000003,3,lam4_kmean_3,1.6369933437956599,0.0875461229980575,14.90985082720467,36353,116.3868729695654,611031.0830902184,16.61623811871622,2.4513949815158798,1332.2978102588627,0.31361487767372076,29.251129711562513,-0.03942732669180238,-2.687612313560656,-1.2051913263914003
3.8000000000000003,4,lam4_kmean_4,2.982329895258655,0.16146121181808448,15.711646793201606,36402,119.91730256345956,612297.7468890245,17.130188850780538,2.2186109605434607,1293.5643017159712,0.2999246495607553,30.777857905129213,-0.009208356932849382,-1.1608841199939555,2.3252382675027548
3.9000000000000004,3,lam4_kmean_3,2.1384021384021383,0.11333934887634972,15.055281300956139,36245,115.96507853328282,610556.138477734,16.557743208275735,2.455638107891652,1386.7697574138492,0.32112561911440646,27.32677825709425,-0.08192505503378911,-4.611963768028918,-1.626985762673982
3.9000000000000004,4,lam4_kmean_4,2.3026049399379134,0.11372240947424872,15.379161891018233,36192,117.60269673189833,608829.1609810377,16.827105983328238,2.334687270840275,1335.5452375734362,0.3107506322377702,29.381032321593445,-0.04196089288565319,-2.5577097035297243,0.010632435941531071
4.0,3,lam4_kmean_3,2.364919463448796,0.12493771758553728,15.200162340074549,36248,118.14531528243009,609629.8268573392,16.852968202351423,2.360874061311526,1348.2705543360835,0.3107935658488454,31.775194203754605,-0.05188888487217058,-0.16354782136856372,0.5532509864732873
4.0,4,lam4_kmean_4,2.3656549907255573,0.12214624977753494,15.276751728038015,36319,117.80329788887164,609396.459979133,16.841495325816144,2.3409808880571643,1273.7281534634747,0.3029569538797889,31.682311371031098,0.006267338059059768,-0.2564306540920711,0.21123359291483723
4.1,3,lam4_kmean_3,2.3943889068042568,0.12815279223416357,15.29636620564536,36321,117.02362406490239,611097.3648669203,16.71983160215341,2.3792661595192306,1354.034912083126,0.31444260650717526,28.943452527121238,-0.05638610082266404,-2.995289498001931,-0.5684402310544101
4.1,4,lam4_kmean_4,2.349603939199315,0.12588347254052207,15.32994779407612,36490,119.58700433421679,610013.3091088398,17.085246956832716,2.264171571942552,1314.8828413220501,0.303221186024449,32.61993220051048,-0.025840578693699268,0.6811901753873144,1.9949400382599833
4.2,3,lam4_kmean_3,1.8233648881239244,0.09948204404485914,14.993088681208574,36506,116.91613967191643,612640.5718808421,16.71426224915565,2.4068880881810113,1352.8025498243728,0.31458842504351586,29.374546671790057,-0.0554246408560799,-2.564195353333112,-0.6759246240403769
4.2,4,lam4_kmean_4,2.5190613465527925,0.13245495123922327,15.355399518800564,36182,119.65124448501717,606631.809539037,17.087112699424747,2.268321006270833,1255.8925247870277,0.2961822429774194,33.81513490988169,0.020182274863935867,1.8763928847585234,2.0591801890603705
4.300000000000001,3,lam4_kmean_3,1.3884040067674626,0.06907799089975104,14.546560349979227,36720,114.82422385549795,617295.027447157,16.402334577773612,2.5487565888211328,1355.4749405364487,0.32063596011074885,29.069960516044734,-0.057509577056034544,-2.8687815090784348,-2.767840440458855
4.300000000000001,4,lam4_kmean_4,3.302509907529723,0.1613499130598951,15.48759527257363,35868,118.31262873757399,602092.967645514,16.93465753737581,2.2934502714390574,1276.386395325358,0.3019673442052069,32.26168846902413,0.004193440458296727,0.3229464439009604,0.720564441617185
4.4,3,lam4_kmean_3,2.2076485034949935,0.11845029507977642,15.02313674843762,36235,116.4606067327572,606526.8398641995,16.6107613847734,2.4351883990236565,1331.7942742126852,0.3133570884683175,30.519872575333128,-0.03903447974546581,-1.4188694497900407,-1.1314575631996036
4.4,4,lam4_kmean_4,2.5740650801359886,0.1349893262177347,15.106814933674768,36108,117.6104057582541,605575.9792492504,16.84272100395353,2.3595325112600847,1307.0471312130483,0.3073971777056636,32.075591465554474,-0.019727342487336985,0.13684944043130542,0.01834146229730038
4.5,3,lam4_kmean_3,2.448603699991874,0.1232905973320213,15.24442023901522,36015,117.36254079904025,603595.547329464,16.731877347212507,2.3772506675091583,1308.5222670721873,0.3082201700128245,31.21183589066393,-0.020878208690647826,-0.726906134459238,-0.22952349691655627
4.5,4,lam4_kmean_4,3.025151122625216,0.1599098298642488,15.416003672333286,35935,118.24945505920363,600943.7306108729,16.92536359230674,2.299501912869871,1273.3923676648067,0.3017741068564057,33.34012025069171,0.006529310219010043,1.4013782255685427,0.6573907632468234
4.6,3,lam5_kmean_3,2.406807131280389,0.12651606055184736,15.217377357114868,36129,117.47557306988801,605469.1036022028,16.788889701622786,2.3621346216243726,1294.1484123644457,0.30622769800698246,31.442717463079422,-0.00966406628338734,-0.4960245620437469,-0.11649122606878848
4.6,4,lam5_kmean_4,2.595276435856146,0.13575286683713034,15.123634397008658,36293,118.37465372908383,607380.3482839292,16.915501211578796,2.3421390981881216,1274.776370844448,0.3016187118281123,33.65233331868766,0.005449543582699223,1.713591293564491,0.7825894331270291
4.7,3,lam5_kmean_3,1.8168585060786584,0.09208411463098748,15.091398637756615,36423,117.03899425405118,610358.3550348768,16.73699001033631,2.386089669171953,1316.9754010134673,0.3100689298912536,30.628165514145827,-0.02747314440779447,-1.3105765109773415,-0.5530700419056274
4.7,4,lam5_kmean_4,2.384091704114307,0.12363159763881043,15.298539920789851,36277,119.10677110254505,608635.6003340052,17.035564636999897,2.2812485186853264,1266.948411709135,0.2988429496213804,33.57631395628155,0.011556732662211466,1.6375719311583836,1.5147068065882507
4.800000000000001,3,lam5_kmean_3,2.3594838291668916,0.12154066524113093,15.354252285247188,36168,117.9109450122387,606062.2573629069,16.833490996261062,2.33570382955051,1280.5755556697175,0.3034928637650147,33.566213512911,0.0009251563672384444,1.6274714877878296,0.31888071628189607
4.800000000000001,4,lam5_kmean_4,2.320800649175007,0.11969506406138694,15.271405772508604,36112,118.39685977551346,605599.9377517514,16.937535654426767,2.3100698879445374,1237.1516665514862,0.2970785451646523,34.29116170440157,0.03480345041919264,2.3524196792783982,0.8047954795566596
4.9,3,lam5_kmean_3,2.5478050094263396,0.13261574191359413,15.592450814474532,36184,119.10386940374391,606953.318481479,17.01746623045536,2.253168916712802,1269.505227060598,0.29915163153644503,34.24674179826311,0.009561965632534197,2.30799977313994,1.5118051077871115
4.9,4,lam5_kmean_4,2.213355619658696,0.12019937489500722,15.311365965507122,36272,118.15581269326663,608029.8121195501,16.90794400501092,2.3135325602644516,1265.6188299923274,0.3010900280661975,32.29309386297959,0.012594040956857011,0.3543518378564201,0.5637483973098227
