param_set,lambda,n_hubs,config,abandonment_pct,avg_queue_wait_min,avg_true_wait_min,matched_riders,avg_earnings,total_earnings,avg_profit_per_hr,avg_idle_ratio,variance,cvar,fairness_effect,delta_cvar_cross,delta_profit
given,4.5,1,given_lam4.5_k1,27.728567888999006,1.636768061341082,27.428547915439108,23335,145.32552732870613,470418.73196302174,20.795934889741705,0.0508383036666719,633.4016392195091,88.87117759819498,0.006597092675386218,-16.01708140510101,-12.3331822411659
given,4.5,2,given_lam4.5_k2,27.89708761625061,1.6255677496109373,27.598396543033502,23569,146.28171772866747,476878.399795456,20.88092316849568,0.04770749019887738,608.7605692607823,93.05833191823001,0.045243204432771855,-11.829927085065975,-11.376991841204557
given,4.5,3,given_lam4.5_k3,25.919271398036,1.5465464267457114,27.33219501327437,23914,145.28608119570916,480896.92875779734,20.70423959252832,0.05361741244805488,642.5750121872555,87.75830504375747,-0.007790074663431179,-17.12995395953851,-12.372628374162872
given,4.5,4,given_lam4.5_k4,27.540214270276948,1.6292961662654342,27.635214500660332,23469,145.63059429680092,472134.3867102286,20.7514409727443,0.04922371649488768,616.0109796205766,93.440015994722,0.03387193810704636,-11.448243008573982,-12.028115273071109
given,4.5,5,given_lam4.5_k5,26.857090148813185,1.6126687274177554,27.945797591587755,23789,146.1506677289952,478643.43681245926,20.8581947719983,0.038101806884940095,591.178498610444,94.43470791093145,0.07281825163718847,-10.453551092364535,-11.508041840876842
given,4.5,6,given_lam4.5_k6,29.674306393244876,1.7500455511927442,28.63032147603159,22737,144.41153770298143,456918.1052922333,20.623801655157397,0.040309441226306954,559.2504580813091,93.99802778292992,0.12289296935642824,-10.890231220366061,-13.247171866890596
given,4.5,7,given_lam4.5_k7,27.688303735456216,1.677648794917006,27.992056784080496,23617,145.17215694138662,474277.43672751007,20.689724165096262,0.04479512396199604,619.8215845423716,91.6745726176186,0.02789553107936449,-13.213686385677391,-12.486552628485413
given,4.5,8,given_lam4.5_k8,29.00263688537304,1.7601765897522488,28.375178782398578,22886,144.59304478858186,460239.66156205605,20.607135803356723,0.046434371041856944,640.8343742638216,87.91581577352072,-0.0050601247127657345,-16.972443229775266,-13.065664781290167
given,4.5,9,given_lam4.5_k9,27.058605341246288,1.5995512192360843,27.351860869822588,23598,145.15721067141277,473212.5067888056,20.69224815468341,0.05158040414059183,609.3064623849432,91.3590785953183,0.04438704653381509,-13.529180407977691,-12.50149889845926
given,4.5,10,given_lam4.5_k10,26.462741204938883,1.593539989012721,28.03469038215343,23704,143.84059370325426,477263.08990739763,20.599566864159375,0.051068175512897794,625.5421446273697,88.20298501616624,0.018923623417482327,-16.685273987129747,-13.818115866617774
