param_set,lambda,n_hubs,config,abandonment_pct,avg_queue_wait_min,avg_true_wait_min,matched_riders,avg_earnings,total_earnings,avg_profit_per_hr,avg_idle_ratio,variance,cvar,fairness_effect,delta_cvar_cross,delta_profit
given,3.5,1,given_lam3.5_k1,29.52261306532663,1.8403335215393861,28.79099971811664,23001,145.57629090407903,463514.91023858765,20.780006400797113,0.03716709988476739,618.5643784475799,90.32336864592467,0.02986728503821323,-14.564890357371311,-12.082418665793
given,3.5,2,given_lam3.5_k2,27.20787514407651,1.5773824952960338,27.251955469623333,23367,144.9942751098187,472971.32540822856,20.69449902773172,0.0574602825640303,621.4248421571625,91.11161048000189,0.02538104315084233,-13.7766485232941,-12.664434460053343
given,3.5,3,given_lam3.5_k3,27.619519445132525,1.621275459553618,27.565315252832804,23376,144.25273970859212,469109.9095323415,20.62012188442482,0.05699596390251326,667.183692808432,87.63506160742666,-0.046385388222491386,-17.25319739586932,-13.405969861279914
given,3.5,4,given_lam3.5_k4,26.106837210739332,1.5404526410957813,27.382274205044336,23917,144.7019548814637,482291.61561991856,20.682658359541257,0.05425393999294507,625.4443852290692,90.22158385801148,0.019076945519095,-14.6666751452845,-12.956754688408324
given,3.5,5,given_lam3.5_k5,25.424408914130503,1.5238468446430484,27.42778889291276,24161,144.77656030793577,485146.2535918928,20.72331022122667,0.04774990044858011,627.8339354375494,90.2913508208013,0.01532926635737486,-14.596908182494687,-12.882149261936263
given,3.5,6,given_lam3.5_k6,27.46516030913436,1.6555096156328657,27.891586754413883,23370,143.81440316874958,470560.7271681486,20.574070210779666,0.053357961439538366,644.9994373140642,87.18231715841004,-0.011592450313311575,-17.705941844885942,-13.844306401122452
given,3.5,7,given_lam3.5_k7,27.459243309750846,1.612244378744018,28.01315580996836,23583,144.98280977856666,474238.77078569157,20.753616408681655,0.04252956861333346,583.8752987238204,92.86124902508632,0.08427231103792587,-12.027009978209662,-12.675899791305369
given,3.5,8,given_lam3.5_k8,29.94928567010947,1.8111817234766772,29.383273306025185,22653,144.0596158557719,453931.84956153727,20.577242996141493,0.036960323640275204,605.6169519859669,91.15570666189615,0.05017353354301157,-13.732552341399838,-13.599093714100121
given,3.5,9,given_lam3.5_k9,30.270087154691875,1.7911008345126829,29.031555157143902,22642,143.5451472194558,455612.29727455275,20.504093175449533,0.04120513892281965,619.4479915621994,87.51818146204535,0.028481460021885785,-17.370077541250637,-14.113562350416231
given,3.5,10,given_lam3.5_k10,29.809058888957544,1.7784979428157448,28.865169001737865,22718,143.99671916784115,456469.5997620565,20.5993073418525,0.041472490012356325,619.9144168096226,89.49702054285885,0.027749936501658135,-15.391238460437137,-13.66199040203088
