param_set,lambda,n_hubs,config,abandonment_pct,avg_queue_wait_min,avg_true_wait_min,matched_riders,avg_earnings,total_earnings,avg_profit_per_hr,avg_idle_ratio,variance,cvar,fairness_effect,delta_cvar_cross,delta_profit
mle,4.800000000000001,1,mle_lam4.800000000000001_k1,2.0744225834046195,0.10724706978337975,14.136315629375652,36632,115.24095591613877,593145.2001003663,16.485599401812458,0.36232303683631195,1402.5704388719525,27.30648177444932,-0.04304054049125172,-3.141788001855165,-0.9616882151539272
mle,4.800000000000001,2,mle_lam4.800000000000001_k2,1.7650052227013417,0.09497791100616372,14.082066914041114,36678,115.49352724670646,595253.6394295251,16.502851556133752,0.3627945656602096,1452.512132960961,27.19796099975915,-0.08018035903579745,-3.250308776545335,-0.709116884586237
mle,4.800000000000001,3,mle_lam4.800000000000001_k3,1.3615814675119706,0.07390847262881033,13.907329251691795,36874,114.83942454363236,596475.9710796265,16.414655166660506,0.3684152083415438,1407.2467390696277,26.729575565810975,-0.04651813459312448,-3.71869421049351,-1.363219587660339
mle,4.800000000000001,4,mle_lam4.800000000000001_k4,1.9550080342795928,0.10597883180902952,14.104436520170378,36610,115.76437076181384,591440.1702221069,16.541326597319866,0.36004844429198435,1334.8022676077192,29.77349011138794,0.007356179719392175,-0.6747796649165458,-0.4382733694788641
mle,4.800000000000001,5,mle_lam4.800000000000001_k5,1.794645483965872,0.08631275035457157,13.97647334066847,36718,114.65829573142206,595076.5548460805,16.35934804926265,0.36969318774106774,1376.6694040721798,27.345142750209778,-0.023778884471632677,-3.1031270260947075,-1.5443483998706427
mle,4.800000000000001,6,mle_lam4.800000000000001_k6,1.6871657754010696,0.08636830479778429,14.13793307188935,36769,116.90048682878539,593971.3735770585,16.68742600749325,0.35371903760380335,1366.9765894677414,29.45297170034998,-0.01657069135441125,-0.9952980759545049,0.697842697492689
mle,4.800000000000001,7,mle_lam4.800000000000001_k7,1.6359206404455273,0.08283824350663917,13.905357305629991,36738,114.03148191527495,595814.4930073116,16.32042555718557,0.37274119811413725,1420.9771436828983,27.352960414005278,-0.05672893631264997,-3.095309362299208,-2.1711622160177484
mle,4.800000000000001,8,mle_lam4.800000000000001_k8,1.7300299017513885,0.08746222216518632,14.301169738381256,36808,117.79908166690605,596181.1523162115,16.82798706748125,0.34581869266366744,1315.931347669247,32.013489551177514,0.02138979542002084,1.5652197748730288,1.5964375356133473
mle,4.800000000000001,9,mle_lam4.800000000000001_k9,1.551216902915218,0.08570818944120778,14.010277230989743,36810,115.48229132854681,596350.5524206157,16.52097622956438,0.3630616657620325,1381.177653101213,27.733131301222784,-0.027131505041401605,-2.7151384750817016,-0.720352802745893
mle,4.800000000000001,10,mle_lam4.800000000000001_k10,2.092563924624993,0.10030260906781113,14.157341190414318,36682,116.92690777918563,593988.691518263,16.71283146406593,0.35242367310452816,1331.1639903401565,29.971753121115178,0.010061833982765722,-0.4765166551893074,0.7242636478929256
