param_set,lambda,n_hubs,config,abandonment_pct,avg_queue_wait_min,avg_true_wait_min,matched_riders,avg_earnings,total_earnings,avg_profit_per_hr,avg_idle_ratio,variance,cvar,fairness_effect,delta_cvar_cross,delta_profit
given,2.9000000000000004,1,given_lam2.9000000000000004_k1,25.310674785634397,1.2915246681214438,25.483631437534747,24041,149.04424492844979,485884.2384667463,21.257424567605856,0.0564736011177463,655.7019644298088,93.65641391067247,-0.028377884537324594,-11.231845092623516,-8.614464641422245
given,2.9000000000000004,2,given_lam2.9000000000000004_k2,25.77281421607947,1.3307344025243555,25.829971315988143,24060,148.55420324273106,483098.26894536143,21.23172605378652,0.050163929460852796,646.3577083883566,93.66353550323794,-0.013722710720909692,-11.224723500058047,-9.104506327140967
given,2.9000000000000004,3,given_lam2.9000000000000004_k3,26.528350674136554,1.3564456758674215,26.415346137154437,23868,148.67218263462647,480359.8220924781,21.232281565362353,0.04399696038411453,609.5877447443157,94.72663106133496,0.043945894038655564,-10.16162794196103,-8.986526935245564
given,2.9000000000000004,4,given_lam2.9000000000000004_k4,26.351100667820926,1.391541094456034,26.673523710475582,23821,148.29603119055812,478551.29265193106,21.195138955449597,0.03939301317275792,539.6768597431986,100.19473628924241,0.1535914524229437,-4.693522714053572,-9.362678379313905
given,2.9000000000000004,5,given_lam2.9000000000000004_k5,26.819184123484014,1.3539368931756464,25.922297631109824,23895,148.2314946448944,481604.12610126194,21.171177010067165,0.054671570068563984,657.4503036479922,92.42549622206718,-0.031119912904149283,-12.462762781228804,-9.42721492497762
given,2.9000000000000004,6,given_lam2.9000000000000004_k6,26.36990518409063,1.364024288481559,26.524089308083923,23918,148.0426982040601,482323.11074882775,21.156089808407874,0.04608727002225274,629.6568784395398,93.45154822391626,0.01247023226915267,-11.436710779379723,-9.616011365811943
given,2.9000000000000004,7,given_lam2.9000000000000004_k7,26.034123752991267,1.3631617137722247,26.293156322892592,23800,148.31066276830595,478895.13007885986,21.135302615225523,0.051801799885035346,671.9811250025795,90.12525109800825,-0.053909497404196705,-14.763007905287736,-9.348046801566085
given,2.9000000000000004,8,given_lam2.9000000000000004_k8,25.739361537748383,1.2972826022051502,25.795839169372464,24030,147.74087976297295,484442.3447427883,21.06223740763399,0.059259351913319894,659.7274350634638,91.85479386218246,-0.03469127873022626,-13.033465141113524,-9.917829806899078
given,2.9000000000000004,9,given_lam2.9000000000000004_k9,26.161678494291884,1.3412625603211263,26.144961320354515,23931,147.72564035010768,484244.649067653,21.06644909937241,0.05451192160348412,648.778793286486,91.83136210432409,-0.017519847683872047,-13.0568968989719,-9.933069219764349
given,2.9000000000000004,10,given_lam2.9000000000000004_k10,26.091364320604587,1.3168475717859565,25.977235309099235,24058,147.99192204541419,483933.5850885044,21.122021351259935,0.05328004819776655,639.5395451922308,93.63082441751017,-0.0030293643159473582,-11.257434585785816,-9.666787524457845
