param_set,lambda,n_hubs,config,abandonment_pct,avg_queue_wait_min,avg_true_wait_min,matched_riders,avg_earnings,total_earnings,avg_profit_per_hr,avg_idle_ratio,variance,cvar,fairness_effect,delta_cvar_cross,delta_profit
given,4.7,1,given_lam4.7_k1,26.043945884310766,1.5427955190794092,26.960271111360818,23998,145.68227068369052,483810.8209405362,20.85106411848243,0.056552122126495005,622.0250503106209,91.64803354688763,0.02443969963714343,-13.240225456408353,-11.976438886181512
given,4.7,2,given_lam4.7_k2,28.047282775560333,1.6470560388898323,27.74766678905861,23435,144.87856268538997,472304.11435437127,20.720185059258373,0.049492857955436495,623.08151296532,89.48568804747359,0.022782784012562507,-15.402570955822398,-12.780146884482065
given,4.7,3,given_lam4.7_k3,27.383107559772768,1.6375742541831926,27.59169550914951,23265,145.2015391546311,467694.15761706675,20.735309207038302,0.05030699631072119,592.3392079783991,92.82613488516402,0.07099783945431759,-12.062124118131962,-12.457170415240938
given,4.7,4,given_lam4.7_k4,28.627716554823618,1.738248428900175,28.491728746160863,23186,145.90500535760947,467187.8271550655,20.826827679762868,0.03639346884457388,582.1161416255538,95.97094928735538,0.08703130575415696,-8.917309715940604,-11.753704212262562
given,4.7,5,given_lam4.7_k5,27.073697193956214,1.6342949987207835,27.702033924998997,23650,145.38471165302042,475844.16124033584,20.804731639108443,0.04789124293586359,590.4489527803726,92.9902566571672,0.0739624434165349,-11.898002346128791,-12.273997916851613
given,4.7,6,given_lam4.7_k6,28.194719881011405,1.6490306015863332,27.85253618243303,23173,144.56144275152297,465921.52998815855,20.651484282960805,0.049560721868658925,597.2550059904555,90.3113036961758,0.06328808985055157,-14.576955307120187,-13.097266818349055
given,4.7,7,given_lam4.7_k7,29.85542909873885,1.8290719735718997,29.063107917758117,22804,144.79303477169657,456532.4386351593,20.63339773569868,0.03584367371311284,632.0210136182899,86.82916057239002,0.00876241306809622,-18.059098430905962,-12.865674798175462
given,4.7,8,given_lam4.7_k8,27.13986831579595,1.6662090048196074,27.728017135881096,23681,144.31289636220984,475366.6806171192,20.598146363872278,0.05372263491223856,600.3376176056546,89.83608254114405,0.05845343968377148,-15.052176462151934,-13.34581320766219
given,4.7,9,given_lam4.7_k9,26.469682979378273,1.571796102617911,27.70675093685453,23890,144.3439274514743,478067.08771928283,20.65266790313546,0.04896195196584504,632.7516401718585,89.71445567034127,0.007616526323347639,-15.17380333295472,-13.314782118397744
given,4.7,10,given_lam4.7_k10,27.944272445820435,1.6242615877078164,28.1096875148068,23274,144.23379444504732,468471.3643575137,20.624420898088243,0.04654793770484291,613.9927662542761,91.38107250971255,0.037037226766789555,-13.507186493583433,-13.424915124824707
