driver_id,arrival_time,online_until,earnings,busy_time,online_duration,busy_time_capped,idle_time
1,0.0,7.46398788362281,189.42515709346333,7.856676534607322,7.46398788362281,7.46398788362281,0.0
2,0.19260391429872428,6.648474239382607,145.03939997161189,6.174136841916588,6.455870325083883,6.174136841916588,0.2817334831672955
3,0.31012663428788345,8.159513870845009,151.10404429313604,7.507559718341329,7.849387236557126,7.507559718341329,0.3418275182157968
4,0.7528130703977978,7.31688221554041,152.92093540895777,6.211315866236436,6.5640691451426125,6.211315866236436,0.35275327890617625
5,0.7940226265244743,7.538058798110041,136.59396009424395,6.845573041298667,6.744036171585567,6.744036171585567,0.0
6,1.1100467833480159,7.200939544030932,116.92662252271678,5.954595353051768,6.090892760682916,5.954595353051768,0.13629740763114828
7,1.1796338563224376,7.7986890888950935,194.15179977819227,7.273541764800578,6.619055232572656,6.619055232572656,0.0
8,1.5342556216152639,7.876030796395396,114.95726219189017,5.054643491343915,6.341775174780132,5.054643491343915,1.2871316834362165
9,1.7672850728139524,8.484946041060958,126.07035472109509,6.39853635432992,6.717660968247006,6.39853635432992,0.3191246139170856
10,2.209732892918242,9.258513431573402,158.78675179492495,6.446290979724725,7.04878053865516,6.446290979724725,0.6024895589304355
11,2.3323450177679423,8.851191884630527,126.32932156517785,5.643689300839268,6.518846866862585,5.643689300839268,0.8751575660233168
12,2.4330918127275494,9.87118362309604,156.23479151613034,6.868871102978682,7.438091810368491,6.868871102978682,0.5692207073898095
13,2.5074739940789312,8.877739851756171,127.41570556455025,5.824992031145768,6.37026585767724,5.824992031145768,0.5452738265314725
14,2.6721722738577784,9.132189948433185,136.1655503496742,5.969699904902354,6.460017674575406,5.969699904902354,0.49031776967305163
15,2.6992772880923024,10.577412685118095,113.74353953307637,4.966679422875518,7.878135397025792,4.966679422875518,2.9114559741502744
16,3.0375415334558307,9.202303624687517,127.17742559795849,5.402387017824485,6.164762091231686,5.402387017824485,0.7623750734072008
17,3.2782579513328858,11.021825084517289,134.3931342758663,6.748582694454461,7.743567133184403,6.748582694454461,0.9949844387299418
18,3.330463469936378,11.06700848075314,83.0999536997495,4.482262318343807,7.736545010816762,4.482262318343807,3.2542826924729553
19,3.6044936342439495,11.346000534918467,156.7150741943327,6.508174875815373,7.741506900674517,6.508174875815373,1.2333320248591448
20,3.926229933175235,10.96814588771932,162.96849586463446,7.160275502887975,7.041915954544085,7.041915954544085,0.0
