lambda,n_hubs,config,abandonment_pct,avg_queue_wait_min,avg_true_wait_min,matched_riders,avg_earnings,total_earnings,avg_profit_per_hr,avg_idle_time,variance,fairness_cv,cvar,fairness_effect,delta_cvar_cross,delta_profit
5.0,1,lam5_kmean_1,3.3774691856397006,0.2688266635394081,24.494029763650627,35903,111.3875627342627,578881.1635299632,15.892099760679093,1.4022141955311678,466.8215514262504,0.19397186770685373,66.7624041310893,0.061408090559160744,-0.1853319542724421,-0.3777075446966194
5.0,2,lam5_kmean_2,3.3091787439613523,0.2682636285808122,24.515075525724647,36027,112.88275993887781,582023.510244854,16.12614848979034,1.3218444294554503,470.4555495437392,0.19214614634306562,66.05974850070369,0.05410157006631433,-0.887987584658049,1.1174896599184905
5.0,3,lam5_kmean_3,2.9527347114556415,0.25746421197539476,24.49584229395478,36055,109.80067481751696,579967.1643861246,15.68196200723868,1.46598725490695,497.7415776599534,0.20318748312956947,64.18076666379186,-0.0007597471809461798,-2.7669694215698826,-1.9645954614423573
5.0,4,lam5_kmean_4,3.1538792177090045,0.2644992000383859,24.397821303061278,36050,112.39023239455585,582181.4038037993,16.0970777457427,1.3409216232294683,469.20141185566905,0.19273078304707839,68.46519066942544,0.056623140640232994,1.5174545840636995,0.6249621155965315
5.0,5,lam5_kmean_5,3.413978494623656,0.3036360559146603,24.37355746749146,35930,113.23151633848641,580198.2897184044,16.164499663980187,1.3334251753571853,495.6818541081203,0.196622940674206,66.11053226016386,0.003381535190291274,-0.8372038251978751,1.4662460595270943
5.0,6,lam5_kmean_6,4.157167761834518,0.323963800987734,24.409722845922683,35735,114.13624579252884,576958.7224812333,16.3086250251127,1.2772783878701406,484.0269867195123,0.1927574643201135,68.21925040748812,0.02681482399868418,1.2715143221263787,2.370975513569519
5.0,7,lam5_kmean_7,2.7933263026959794,0.2390668785707364,24.300284497965773,35948,111.18552057506434,578943.00563436,15.872053274166952,1.423922350501599,415.1990361645428,0.1832651702038579,70.92691261347377,0.16520037483050853,3.979176528112035,-0.5797497038949757
5.0,8,lam5_kmean_8,3.7734839158593374,0.3212347970347892,24.340177835910996,35956,112.56719945839366,581297.0180031449,16.08842579327438,1.3641580590112032,515.3133407416638,0.20166188922396697,66.21492218685468,-0.03608955278378412,-0.7328138985070609,0.8019291794343388
5.0,9,lam5_kmean_9,3.220772231938652,0.2678356747014648,24.344338642772875,35968,111.34348529242638,577204.6277559383,15.91287170525111,1.4002422942283503,472.55958517625214,0.19523760737550358,67.01571247326697,0.04987119377837668,0.06797638790523308,-0.4217849865329413
5.0,10,lam5_kmean_10,3.4314644665291585,0.28992036338069965,24.31558717707454,36050,111.9852293394154,581539.2959595842,16.020484675200635,1.3795769580155688,487.20244392280347,0.19710334076411937,67.53601880879359,0.020430246357230564,0.5882827234318455,0.21995906045607683
