lambda,n_hubs,config,abandonment_pct,avg_queue_wait_min,avg_true_wait_min,matched_riders,avg_earnings,total_earnings,avg_profit_per_hr,avg_idle_time,variance,fairness_cv,cvar,fairness_effect,delta_cvar_cross,delta_profit
2.0,1,lam2_kmean_1,3.330026543689841,0.2896239486467949,24.4044722344825,36055,113.34680642223715,582715.9318167212,16.211660852621232,1.3067358583691597,446.48290168922193,0.18642026789013627,70.02606490045672,0.10230100142371368,3.0783288150949772,1.5815361432778303
2.0,2,lam2_kmean_2,3.1260910433731706,0.2580272063947119,24.324653154234472,36071,109.68243869993552,581426.6075483582,15.678836687731824,1.4917757113796384,471.03184488280203,0.19787368266452834,66.38616696852652,0.05294287004263243,-0.5615691168352157,-2.0828315790238037
2.0,3,lam2_kmean_3,3.267179694883218,0.27012380447860146,24.29380045289372,35825,111.95358540851767,576560.964853866,16.016076148954408,1.376752018566521,437.48959442254625,0.18682967450012644,68.583595447476,0.12038295461081039,1.6358593621142603,0.1883151295583474
2.0,4,lam2_kmean_4,2.8213166144200628,0.24832953970887295,24.289538745521224,36270,112.1966737231295,584769.063444951,16.03227799503056,1.3715079185742438,457.93604822289376,0.19073150443416997,67.05427642159971,0.07927329278151085,0.10654033623796977,0.4314034441701864
2.0,5,lam2_kmean_5,3.2961693167400044,0.28461269714616294,24.2220083746773,35822,112.61206811029278,576686.4007928093,16.089026987140393,1.3628165202758515,499.58864576014855,0.1984820996275957,66.5753408983488,-0.0044734642741968145,-0.37239518701294116,0.8467978313334612
2.0,6,lam2_kmean_6,3.4906063193851407,0.2794040325770518,24.356466811989595,36164,112.92393685113353,582800.4380887002,16.143118772957965,1.3289378650344381,473.62908743111734,0.1927228336842951,67.84768123594094,0.04772085140348359,0.8999451505791995,1.1586665721742122
2.0,7,lam2_kmean_7,3.5663376455716627,0.30055029402920574,24.274531497562045,35855,113.38334299296434,578595.199293097,16.19952912354964,1.3275854794675819,470.3699069744243,0.19128041568045953,68.10223533102783,0.05427376310756771,1.1544992456660879,1.6180727140050237
2.0,8,lam2_kmean_8,3.5888894858432283,0.31337540985153123,24.346304453626328,35890,113.68211122540292,578073.5355811738,16.225994115002074,1.3064596807917226,526.4990665293868,0.20183973734180796,65.3928494591818,-0.058579584988818656,-1.5548866261799361,1.9168409464435996
2.0,9,lam2_kmean_9,2.9242308946624633,0.2362638247217426,24.249920122245364,35720,110.93628208505956,574982.7500468637,15.866665887643572,1.4259535657924167,466.1981720357959,0.19463084864894506,66.71146248608314,0.06266145782681398,-0.23627359927860425,-0.828988193899761
2.0,10,lam2_kmean_10,3.692845615922539,0.31812071171233297,24.205193246101363,35807,114.42779173199246,577059.353704438,16.332691243269018,1.288560482678123,473.56828997732157,0.1901777874075351,69.10912404220564,0.0478430908289621,2.161387956843896,2.6625214530331363
