lambda,n_hubs,config,abandonment_pct,avg_queue_wait_min,avg_true_wait_min,matched_riders,avg_earnings,total_earnings,avg_profit_per_hr,avg_idle_time,avg_idle_ratio,variance,fairness_cv,cvar,fairness_effect,delta_cvar_cross,delta_profit
4.1,3,lam4.1_kmean_3,1.8007427395869513,0.08649284060048082,14.058383336357334,36755,116.31487790807664,594136.3963544555,16.64004786277876,2.498907429721792,0.3632712964679309,1396.0248724734138,0.32122645789843646,27.137585082191794,-0.03817284121217357,-3.310684694112691,0.11223377678393831
4.1,4,lam4.1_kmean_4,1.7171852049672853,0.08583263151571936,14.129777422067336,36802,115.87992959856425,595738.7180662188,16.593979672296804,2.502505843912008,0.3632712964679309,1389.802724348229,0.32171281193675727,28.874646692184935,-0.03354565632103257,-1.57362308411955,-0.32271453272845463
4.2,3,lam4.2_kmean_3,1.5859408486926703,0.08059028726832923,13.858448020911002,36736,114.57206994178405,595889.3357672188,16.381508117395988,2.5983317620200834,0.3632712964679309,1388.8367800938859,0.3252721236905984,27.33521499747935,-0.03282731876791489,-3.113054778825134,-1.6305741895086499
4.2,4,lam4.2_kmean_4,1.7171852049672853,0.08583263151571936,14.129777422067336,36802,115.87992959856425,595738.7180662188,16.593979672296804,2.502505843912008,0.3632712964679309,1389.802724348229,0.32171281193675727,28.874646692184935,-0.03354565632103257,-1.57362308411955,-0.32271453272845463
4.300000000000001,3,lam4.3_kmean_3,1.3307114187969722,0.06704889764455102,13.867317265215625,36629,114.34689240275827,594832.5342791486,16.33410387051399,2.6107432396994295,0.3632712964679309,1415.420247225718,0.32901699807637974,25.734000527127158,-0.052596474852238284,-4.7142692491773275,-1.855751728534429
4.300000000000001,4,lam4.3_kmean_4,1.7171852049672853,0.08583263151571936,14.129777422067336,36802,115.87992959856425,595738.7180662188,16.593979672296804,2.502505843912008,0.3632712964679309,1389.802724348229,0.32171281193675727,28.874646692184935,-0.03354565632103257,-1.57362308411955,-0.32271453272845463
4.4,3,lam4.4_kmean_3,1.3307114187969722,0.06704889764455102,13.867317265215625,36629,114.34689240275827,594832.5342791486,16.33410387051399,2.6107432396994295,0.3632712964679309,1415.420247225718,0.32901699807637974,25.734000527127158,-0.052596474852238284,-4.7142692491773275,-1.855751728534429
4.4,4,lam4.4_kmean_4,1.6659065911956434,0.07992732815782269,13.98739196549861,36656,115.36493400858001,594129.410144187,16.50286627088178,2.552090776460198,0.3632712964679309,1406.8882887161385,0.32512920735451717,27.66524252875182,-0.04625156812339104,-2.783027247552667,-0.8377101227126929
4.5,3,lam4.5_kmean_3,1.3307114187969722,0.06704889764455102,13.867317265215625,36629,114.34689240275827,594832.5342791486,16.33410387051399,2.6107432396994295,0.3632712964679309,1415.420247225718,0.32901699807637974,25.734000527127158,-0.052596474852238284,-4.7142692491773275,-1.855751728534429
4.5,4,lam4.5_kmean_4,1.454584635276371,0.06618129893606958,13.886585059572306,36584,115.46161375846405,592433.540194679,16.52840296667099,2.5504527917751836,0.3632712964679309,1343.5948621942027,0.3174655058955814,29.670438089664266,0.0008174474349855743,-0.7778316866402193,-0.7410303728286465
4.6,3,lam4.6_kmean_3,2.1134117268904187,0.10071834806364402,14.01675470390424,36544,115.52459828804186,591716.9924313504,16.516376561205902,2.545347261373572,0.3632712964679309,1388.410149426679,0.32254062476480616,28.537166089066393,-0.03251004908264221,-1.9111036872380929,-0.6780458432508425
4.6,4,lam4.6_kmean_4,1.454584635276371,0.06618129893606958,13.886585059572306,36584,115.46161375846405,592433.540194679,16.52840296667099,2.5504527917751836,0.3632712964679309,1343.5948621942027,0.3174655058955814,29.670438089664266,0.0008174474349855743,-0.7778316866402193,-0.7410303728286465
4.7,3,lam4.7_kmean_3,2.1134117268904187,0.10071834806364402,14.01675470390424,36544,115.52459828804186,591716.9924313504,16.516376561205902,2.545347261373572,0.3632712964679309,1388.410149426679,0.32254062476480616,28.537166089066393,-0.03251004908264221,-1.9111036872380929,-0.6780458432508425
4.7,4,lam4.7_kmean_4,1.1896110886825462,0.05615660075098541,13.699156538191778,36713,113.95810348652174,595317.1326135895,16.303836310163504,2.6382984078286804,0.3632712964679309,1412.6502681140964,0.3298162998514953,26.82421509429029,-0.050536542295796405,-3.6240546820141937,-2.2445406447709644
4.800000000000001,3,lam4.8_kmean_3,2.054042473420637,0.10089111196259001,13.9404764992557,36574,114.46175968833106,592568.5299064899,16.347885182316567,2.603582464523857,0.3632712964679309,1481.69701582914,0.33629412846933704,25.866214486562523,-0.1018840932350451,-4.582055289741962,-1.7408844429616437
4.800000000000001,4,lam4.8_kmean_4,1.6644186673860264,0.07833200783221868,13.730982052715131,36453,113.51969257817433,590415.9210990847,16.22846680479791,2.656274906877749,0.3632712964679309,1403.9369499380875,0.33006737235750955,26.2635017213447,-0.04405676498986222,-4.184768054959786,-2.6829515531183716
4.9,3,lam4.9_kmean_3,2.053788425072777,0.08884535404555183,14.04368840736405,36674,116.33722258939915,594250.5329866508,16.62828259066585,2.507506150815722,0.3632712964679309,1348.5973355839976,0.315662111563941,28.636595301099337,-0.0029027097875502506,-1.8116744752051481,0.13457845810644642
4.9,4,lam4.9_kmean_4,1.7456758488148623,0.0828012965168675,14.059435737585467,36810,115.6202606795744,598334.8490167975,16.549434939438196,2.530766376231179,0.3632712964679309,1375.2300356592023,0.32074044711529215,28.059221234153323,-0.022708478618329808,-2.389048542151162,-0.5823834517183002
