lambda,n_hubs,config,abandonment_pct,avg_queue_wait_min,avg_true_wait_min,matched_riders,avg_earnings,total_earnings,avg_profit_per_hr,avg_idle_time,variance,fairness_cv,cvar,fairness_effect,delta_cvar_cross,delta_profit
0.0,0,baseline,3.4372890508977996,0.3056879881097064,24.245860527455136,35762,111.76527027895932,575814.6724771984,15.956747175123155,1.415225459825408,497.36370698566606,0.19954009421800825,66.94773608536174,0.0,0.0,0.0
1.0,3,lam1_kmean_3,3.321791819952391,0.16885303466775628,24.48830898393687,35740,110.40250566037393,577073.8970867746,15.750063414610944,1.4372347224246371,435.09299966001697,0.18893486942980534,66.73237126656208,0.1252015505977474,-0.21536481879965663,-1.3627646185853877
1.0,4,lam1_kmean_4,4.003644549255012,0.17909164992712587,24.55985292739591,35822,111.69974134864572,579274.8586340767,15.94223580147287,1.3729693064352508,445.48924612638183,0.1889585053166353,69.60839336210579,0.10429884635868547,2.660657276744047,-0.0655289303136044
1.1,3,lam1_kmean_3,3.6719805457984327,0.18025806722666296,24.361027915136773,35651,110.65342679545711,576283.0467507406,15.812036306470672,1.4392479876052886,471.16449692961123,0.19616494961972258,65.92545950255173,0.052676159695765445,-1.022276582810008,-1.1118434835022128
1.1,4,lam1_kmean_4,3.764193079696497,0.18268194104895877,24.41249560321522,35767,111.94452856815059,575842.6549545666,15.983811296462033,1.3611592530903545,474.8628863940639,0.19466202741252142,65.78817867841663,0.045240173892001856,-1.1595574069451118,0.1792582891912673
1.2,3,lam1_kmean_3,4.691014244403984,0.22204056993052934,24.48886096371967,35596,114.76263138980758,575649.3590512748,16.384496026632323,1.2328809416893014,466.01698430099043,0.18810501529272938,70.50391299601432,0.06302575407975841,3.5561769106525816,2.99736111084826
1.2,4,lam1_kmean_4,4.2398529968113285,0.19849402691754411,24.435836418591595,35437,112.44469263331942,572455.9301962291,16.061058500679472,1.3498211122246577,490.9205739321873,0.19704556071665255,66.96636729396724,0.012954570192763248,0.018631208605498273,0.6794223543600992
1.3,3,lam1_kmean_3,4.686038119169184,0.21304326610531196,24.51382046706661,35656,113.6577182590158,577949.4973470953,16.25130016564869,1.2805464293099669,461.25221507248824,0.18896018231716902,68.25604198155992,0.07260580417504914,1.3083058961981777,1.892447980056474
1.3,4,lam1_kmean_4,4.461822759045502,0.2194583399564352,24.515618905533216,35673,113.52851080063235,575248.9642268041,16.24265557942089,1.268353825218231,452.14061337727185,0.18729743010651095,68.5494395304743,0.09092560026640129,1.6017034451125625,1.7632405216730263
1.4,3,lam1_kmean_3,3.8554544219535387,0.17830726407252662,24.55688716639476,35386,109.76965990979345,572558.5460894826,15.673149454227463,1.4649239448247704,485.7397080662955,0.20077955394552274,63.01375245663568,0.023371224631204446,-3.933983628726061,-1.995610369165874
1.4,4,lam1_kmean_4,3.9572999784343326,0.19655900272904847,24.535478881548645,35628,111.67723893681786,576589.5846307906,15.952605319695401,1.37802702986313,472.4273922171328,0.1946269009188008,67.42839607031478,0.05013698108304454,0.48065998495303575,-0.08803134214146269
1.5,3,lam2_kmean_3,4.341421608013285,0.21805620994220776,24.446420935011222,35717,112.30676072059214,576919.8298216818,16.052888274897164,1.3495854516942338,466.9278773796767,0.192406172731458,68.0382528193465,0.06119431148374177,1.0905167339847566,0.541490441632817
1.5,4,lam2_kmean_4,3.98473815729371,0.20068507634448512,24.474386825538545,35734,110.99100019771558,577597.1650289119,15.855894086183,1.4107110394358968,462.5867214807368,0.19377993952897982,67.09602494592129,0.06992264416657878,0.14828886055954626,-0.774270081243742
