lambda,n_hubs,config,abandonment_pct,avg_queue_wait_min,avg_true_wait_min,matched_riders,avg_earnings,total_earnings,avg_profit_per_hr,avg_idle_time,variance,fairness_cv,cvar,fairness_effect,delta_cvar_cross,delta_profit
4.2,3,lam4_kmean_3,1.9200385614439117,0.09230815913565424,14.896925063772683,36626,117.12814100561876,613400.0744464254,16.714221278121148,2.4231611641607853,1323.5261548407148,0.31060254761098305,32.6300181077933,-0.044990246739742945,-1.2517664608751389,-1.0254717498629446
4.2,4,lam4_kmean_4,2.101476713366149,0.1029880982827019,15.114625009626135,36197,116.05603103658133,607089.0983523569,16.582829174105306,2.43015498096237,1342.6152349653466,0.31572434524568116,30.01998853018353,-0.06006203242113317,-3.8617960384849077,-2.097581718900372
